trait,year,mother,line,replicate,value
plant_height,2022,M2,LI40,2,147.0
head_diameter,2022,M2,LI40,2,18.0
plant_height,2022,M2,LI41,1,155.0
head_diameter,2022,M2,LI41,1,21.0
plant_height,2022,M2,LI41,1,148.0
head_diameter,2022,M2,LI41,1,21.0
plant_height,2022,M2,LI41,1,147.0
head_diameter,2022,M2,LI41,1,19.0
plant_height,2022,M2,LI41,1,149.0
head_diameter,2022,M2,LI41,1,21.0
plant_height,2022,M2,LI41,1,153.0
head_diameter,2022,M2,LI41,1,16.0
plant_height,2022,M2,LI41,1,148.0
head_diameter,2022,M2,LI41,1,21.0
plant_height,2022,M2,LI41,1,161.0
head_diameter,2022,M2,LI41,1,22.0
plant_height,2022,M2,LI41,1,172.0
head_diameter,2022,M2,LI41,1,17.0
plant_height,2022,M2,LI41,1,161.0
head_diameter,2022,M2,LI41,1,18.0
plant_height,2022,M2,LI41,1,155.0
head_diameter,2022,M2,LI41,1,23.0
plant_height,2022,M2,LI41,2,148.0
head_diameter,2022,M2,LI41,2,22.0
plant_height,2022,M2,LI41,2,158.0
head_diameter,2022,M2,LI41,2,19.0
plant_height,2022,M2,LI41,2,160.0
head_diameter,2022,M2,LI41,2,21.0
plant_height,2022,M2,LI41,2,143.0
head_diameter,2022,M2,LI41,2,23.0
plant_height,2022,M2,LI41,2,160.0
head_diameter,2022,M2,LI41,2,16.0
plant_height,2022,M2,LI41,2,147.0
head_diameter,2022,M2,LI41,2,20.0
plant_height,2022,M2,LI41,2,145.0
head_diameter,2022,M2,LI41,2,25.0
plant_height,2022,M2,LI41,2,146.0
head_diameter,2022,M2,LI41,2,24.0
plant_height,2022,M2,LI41,2,150.0
head_diameter,2022,M2,LI41,2,18.0
plant_height,2022,M2,LI41,2,157.0
head_diameter,2022,M2,LI41,2,26.0
plant_height,2022,M2,LI42,1,156.0
head_diameter,2022,M2,LI42,1,19.0
plant_height,2022,M2,LI42,1,154.0
head_diameter,2022,M2,LI42,1,19.0
plant_height,2022,M2,LI42,1,159.0
head_diameter,2022,M2,LI42,1,22.0
plant_height,2022,M2,LI42,1,170.0
head_diameter,2022,M2,LI42,1,18.0
plant_height,2022,M2,LI42,1,173.0
head_diameter,2022,M2,LI42,1,17.0
plant_height,2022,M2,LI42,1,176.0
head_diameter,2022,M2,LI42,1,21.0
plant_height,2022,M2,LI42,1,166.0
head_diameter,2022,M2,LI42,1,20.0
plant_height,2022,M2,LI42,1,171.0
head_diameter,2022,M2,LI42,1,17.0
plant_height,2022,M2,LI42,1,171.0
head_diameter,2022,M2,LI42,1,18.0
plant_height,2022,M2,LI42,1,183.0
head_diameter,2022,M2,LI42,1,20.0
plant_height,2022,M2,LI42,2,177.0
head_diameter,2022,M2,LI42,2,22.0
plant_height,2022,M2,LI42,2,178.0
head_diameter,2022,M2,LI42,2,17.0
plant_height,2022,M2,LI42,2,178.0
head_diameter,2022,M2,LI42,2,21.0
plant_height,2022,M2,LI42,2,177.0
head_diameter,2022,M2,LI42,2,20.0
plant_height,2022,M2,LI42,2,182.0
head_diameter,2022,M2,LI42,2,20.0
plant_height,2022,M2,LI42,2,180.0
head_diameter,2022,M2,LI42,2,21.0
plant_height,2022,M2,LI42,2,176.0
head_diameter,2022,M2,LI42,2,21.0
plant_height,2022,M2,LI42,2,164.0
head_diameter,2022,M2,LI42,2,22.0
plant_height,2022,M2,LI42,2,183.0
head_diameter,2022,M2,LI42,2,23.0
plant_height,2022,M2,LI42,2,157.0
head_diameter,2022,M2,LI42,2,21.0
plant_height,2022,M2,LI43,1,164.0
head_diameter,2022,M2,LI43,1,22.0
plant_height,2022,M2,LI43,1,165.0
head_diameter,2022,M2,LI43,1,22.0
plant_height,2022,M2,LI43,1,159.0
head_diameter,2022,M2,LI43,1,22.0
plant_height,2022,M2,LI43,1,163.0
head_diameter,2022,M2,LI43,1,24.0
plant_height,2022,M2,LI43,1,146.0
head_diameter,2022,M2,LI43,1,22.0
plant_height,2022,M2,LI43,1,155.0
head_diameter,2022,M2,LI43,1,24.0
plant_height,2022,M2,LI43,1,167.0
head_diameter,2022,M2,LI43,1,22.0
plant_height,2022,M2,LI43,1,181.0
head_diameter,2022,M2,LI43,1,17.0
plant_height,2022,M2,LI43,1,179.0
head_diameter,2022,M2,LI43,1,15.0
plant_height,2022,M2,LI43,1,143.0
head_diameter,2022,M2,LI43,1,21.0
plant_height,2022,M2,LI43,2,154.0
head_diameter,2022,M2,LI43,2,26.0
plant_height,2022,M2,LI43,2,157.0
head_diameter,2022,M2,LI43,2,20.0
plant_height,2022,M2,LI43,2,168.0
head_diameter,2022,M2,LI43,2,20.0
plant_height,2022,M2,LI43,2,165.0
head_diameter,2022,M2,LI43,2,21.0
plant_height,2022,M2,LI43,2,149.0
head_diameter,2022,M2,LI43,2,22.0
plant_height,2022,M2,LI43,2,148.0
head_diameter,2022,M2,LI43,2,21.0
plant_height,2022,M2,LI43,2,154.0
head_diameter,2022,M2,LI43,2,15.0
plant_height,2022,M2,LI43,2,153.0
head_diameter,2022,M2,LI43,2,25.0
plant_height,2022,M2,LI43,2,150.0
head_diameter,2022,M2,LI43,2,23.0
plant_height,2022,M2,LI43,2,176.0
head_diameter,2022,M2,LI43,2,21.0
plant_height,2022,M2,LI44,1,180.0
head_diameter,2022,M2,LI44,1,17.0
plant_height,2022,M2,LI44,1,187.0
head_diameter,2022,M2,LI44,1,21.0
plant_height,2022,M2,LI44,1,186.0
head_diameter,2022,M2,LI44,1,17.0
plant_height,2022,M2,LI44,1,183.0
head_diameter,2022,M2,LI44,1,23.0
plant_height,2022,M2,LI44,1,186.0
head_diameter,2022,M2,LI44,1,17.0
plant_height,2022,M2,LI44,1,18.0
head_diameter,2022,M2,LI44,1,20.0
plant_height,2022,M2,LI44,1,180.0
head_diameter,2022,M2,LI44,1,18.0
plant_height,2022,M2,LI44,1,188.0
head_diameter,2022,M2,LI44,1,22.0
plant_height,2022,M2,LI44,1,182.0
head_diameter,2022,M2,LI44,1,24.0
plant_height,2022,M2,LI44,1,195.0
head_diameter,2022,M2,LI44,1,21.0
plant_height,2022,M2,LI44,2,171.0
head_diameter,2022,M2,LI44,2,14.0
plant_height,2022,M2,LI44,2,169.0
head_diameter,2022,M2,LI44,2,15.0
plant_height,2022,M2,LI44,2,174.0
head_diameter,2022,M2,LI44,2,15.0
plant_height,2022,M2,LI44,2,184.0
head_diameter,2022,M2,LI44,2,14.0
plant_height,2022,M2,LI44,2,180.0
head_diameter,2022,M2,LI44,2,20.0
plant_height,2022,M2,LI44,2,182.0
head_diameter,2022,M2,LI44,2,16.0
plant_height,2022,M2,LI44,2,178.0
head_diameter,2022,M2,LI44,2,15.0
plant_height,2022,M2,LI44,2,171.0
head_diameter,2022,M2,LI44,2,15.0
plant_height,2022,M2,LI44,2,177.0
head_diameter,2022,M2,LI44,2,17.0
plant_height,2022,M2,LI44,2,180.0
head_diameter,2022,M2,LI44,2,16.0
plant_height,2022,M2,LI45,1,181.0
head_diameter,2022,M2,LI45,1,18.0
plant_height,2022,M2,LI45,1,173.0
head_diameter,2022,M2,LI45,1,17.0
plant_height,2022,M2,LI45,1,184.0
head_diameter,2022,M2,LI45,1,18.0
plant_height,2022,M2,LI45,1,174.0
head_diameter,2022,M2,LI45,1,17.0
plant_height,2022,M2,LI45,1,179.0
head_diameter,2022,M2,LI45,1,20.0
plant_height,2022,M2,LI45,1,172.0
head_diameter,2022,M2,LI45,1,17.0
plant_height,2022,M2,LI45,1,176.0
head_diameter,2022,M2,LI45,1,21.0
plant_height,2022,M2,LI45,1,182.0
head_diameter,2022,M2,LI45,1,19.0
plant_height,2022,M2,LI45,1,170.0
head_diameter,2022,M2,LI45,1,15.0
plant_height,2022,M2,LI45,1,179.0
head_diameter,2022,M2,LI45,1,18.0
plant_height,2022,M2,LI45,2,185.0
head_diameter,2022,M2,LI45,2,21.0
plant_height,2022,M2,LI45,2,180.0
head_diameter,2022,M2,LI45,2,19.0
plant_height,2022,M2,LI45,2,177.0
head_diameter,2022,M2,LI45,2,18.0
plant_height,2022,M2,LI45,2,180.0
head_diameter,2022,M2,LI45,2,17.0
plant_height,2022,M2,LI45,2,168.0
head_diameter,2022,M2,LI45,2,18.0
plant_height,2022,M2,LI45,2,163.0
head_diameter,2022,M2,LI45,2,17.0
plant_height,2022,M2,LI45,2,173.0
head_diameter,2022,M2,LI45,2,23.0
plant_height,2022,M2,LI45,2,167.0
head_diameter,2022,M2,LI45,2,16.0
plant_height,2022,M2,LI45,2,160.0
head_diameter,2022,M2,LI45,2,16.0
plant_height,2022,M2,LI45,2,164.0
head_diameter,2022,M2,LI45,2,17.0
plant_height,2022,M2,LI46,1,162.0
head_diameter,2022,M2,LI46,1,19.0
plant_height,2022,M2,LI46,1,163.0
head_diameter,2022,M2,LI46,1,20.0
plant_height,2022,M2,LI46,1,169.0
head_diameter,2022,M2,LI46,1,17.0
plant_height,2022,M2,LI46,1,175.0
head_diameter,2022,M2,LI46,1,16.0
plant_height,2022,M2,LI46,1,163.0
head_diameter,2022,M2,LI46,1,18.0
plant_height,2022,M2,LI46,1,176.0
head_diameter,2022,M2,LI46,1,18.0
plant_height,2022,M2,LI46,1,174.0
head_diameter,2022,M2,LI46,1,19.0
plant_height,2022,M2,LI46,1,180.0
head_diameter,2022,M2,LI46,1,19.0
plant_height,2022,M2,LI46,1,179.0
head_diameter,2022,M2,LI46,1,17.0
plant_height,2022,M2,LI46,1,172.0
head_diameter,2022,M2,LI46,1,20.0
plant_height,2022,M2,LI46,2,144.0
head_diameter,2022,M2,LI46,2,17.0
plant_height,2022,M2,LI46,2,164.0
head_diameter,2022,M2,LI46,2,19.0
plant_height,2022,M2,LI46,2,150.0
head_diameter,2022,M2,LI46,2,13.0
plant_height,2022,M2,LI46,2,151.0
head_diameter,2022,M2,LI46,2,17.0
plant_height,2022,M2,LI46,2,148.0
head_diameter,2022,M2,LI46,2,17.0
plant_height,2022,M2,LI46,2,144.0
head_diameter,2022,M2,LI46,2,19.0
plant_height,2022,M2,LI46,2,148.0
head_diameter,2022,M2,LI46,2,16.0
plant_height,2022,M2,LI46,2,153.0
head_diameter,2022,M2,LI46,2,21.0
plant_height,2022,M2,LI46,2,149.0
head_diameter,2022,M2,LI46,2,18.0
plant_height,2022,M2,LI46,2,150.0
head_diameter,2022,M2,LI46,2,12.0
plant_height,2022,M2,LI47,1,167.0
head_diameter,2022,M2,LI47,1,18.0
plant_height,2022,M2,LI47,1,169.0
head_diameter,2022,M2,LI47,1,20.0
plant_height,2022,M2,LI47,1,158.0
head_diameter,2022,M2,LI47,1,16.0
plant_height,2022,M2,LI47,1,167.0
head_diameter,2022,M2,LI47,1,22.0
plant_height,2022,M2,LI47,1,169.0
head_diameter,2022,M2,LI47,1,20.0
plant_height,2022,M2,LI47,1,179.0
head_diameter,2022,M2,LI47,1,17.0
plant_height,2022,M2,LI47,1,179.0
head_diameter,2022,M2,LI47,1,22.0
plant_height,2022,M2,LI47,1,178.0
head_diameter,2022,M2,LI47,1,17.0
plant_height,2022,M2,LI47,1,180.0
head_diameter,2022,M2,LI47,1,22.0
plant_height,2022,M2,LI47,1,181.0
head_diameter,2022,M2,LI47,1,15.0
plant_height,2022,M2,LI47,2,172.0
head_diameter,2022,M2,LI47,2,22.0
plant_height,2022,M2,LI47,2,165.0
head_diameter,2022,M2,LI47,2,20.0
plant_height,2022,M2,LI47,2,173.0
head_diameter,2022,M2,LI47,2,17.0
plant_height,2022,M2,LI47,2,170.0
head_diameter,2022,M2,LI47,2,20.0
plant_height,2022,M2,LI47,2,168.0
head_diameter,2022,M2,LI47,2,17.0
plant_height,2022,M2,LI47,2,159.0
head_diameter,2022,M2,LI47,2,18.0
plant_height,2022,M2,LI47,2,164.0
head_diameter,2022,M2,LI47,2,14.0
plant_height,2022,M2,LI47,2,168.0
head_diameter,2022,M2,LI47,2,20.0
plant_height,2022,M2,LI47,2,165.0
head_diameter,2022,M2,LI47,2,20.0
plant_height,2022,M2,LI47,2,150.0
head_diameter,2022,M2,LI47,2,13.0
plant_height,2022,M2,LI48,1,172.0
head_diameter,2022,M2,LI48,1,18.0
plant_height,2022,M2,LI48,1,170.0
head_diameter,2022,M2,LI48,1,21.0
plant_height,2022,M2,LI48,1,159.0
head_diameter,2022,M2,LI48,1,18.0
plant_height,2022,M2,LI48,1,172.0
head_diameter,2022,M2,LI48,1,20.0
plant_height,2022,M2,LI48,1,171.0
head_diameter,2022,M2,LI48,1,19.0
plant_height,2022,M2,LI48,1,167.0
head_diameter,2022,M2,LI48,1,18.0
plant_height,2022,M2,LI48,1,165.0
head_diameter,2022,M2,LI48,1,17.0
plant_height,2022,M2,LI48,1,177.0
head_diameter,2022,M2,LI48,1,19.0
plant_height,2022,M2,LI48,1,172.0
head_diameter,2022,M2,LI48,1,18.0
plant_height,2022,M2,LI48,1,158.0
head_diameter,2022,M2,LI48,1,19.0
plant_height,2022,M2,LI48,2,170.0
head_diameter,2022,M2,LI48,2,24.0
plant_height,2022,M2,LI48,2,172.0
head_diameter,2022,M2,LI48,2,17.0
plant_height,2022,M2,LI48,2,159.0
head_diameter,2022,M2,LI48,2,24.0
plant_height,2022,M2,LI48,2,160.0
head_diameter,2022,M2,LI48,2,18.0
plant_height,2022,M2,LI48,2,162.0
head_diameter,2022,M2,LI48,2,22.0
plant_height,2022,M2,LI48,2,162.0
head_diameter,2022,M2,LI48,2,22.0
plant_height,2022,M2,LI48,2,161.0
head_diameter,2022,M2,LI48,2,18.0
plant_height,2022,M2,LI48,2,169.0
head_diameter,2022,M2,LI48,2,19.0
plant_height,2022,M2,LI48,2,175.0
head_diameter,2022,M2,LI48,2,15.0
plant_height,2022,M2,LI48,2,170.0
head_diameter,2022,M2,LI48,2,20.0
plant_height,2022,M2,LI49,1,150.0
head_diameter,2022,M2,LI49,1,17.0
plant_height,2022,M2,LI49,1,153.0
head_diameter,2022,M2,LI49,1,16.0
plant_height,2022,M2,LI49,1,152.0
head_diameter,2022,M2,LI49,1,16.0
plant_height,2022,M2,LI49,1,150.0
head_diameter,2022,M2,LI49,1,17.0
plant_height,2022,M2,LI49,1,148.0
head_diameter,2022,M2,LI49,1,17.0
plant_height,2022,M2,LI49,1,136.0
head_diameter,2022,M2,LI49,1,16.0
plant_height,2022,M2,LI49,1,140.0
head_diameter,2022,M2,LI49,1,17.0
plant_height,2022,M2,LI49,1,138.0
head_diameter,2022,M2,LI49,1,19.0
plant_height,2022,M2,LI49,1,144.0
head_diameter,2022,M2,LI49,1,18.0
plant_height,2022,M2,LI49,1,140.0
head_diameter,2022,M2,LI49,1,17.0
plant_height,2022,M2,LI49,2,144.0
head_diameter,2022,M2,LI49,2,17.0
plant_height,2022,M2,LI49,2,139.0
head_diameter,2022,M2,LI49,2,16.0
plant_height,2022,M2,LI49,2,150.0
head_diameter,2022,M2,LI49,2,14.0
plant_height,2022,M2,LI49,2,143.0
head_diameter,2022,M2,LI49,2,17.0
plant_height,2022,M2,LI49,2,142.0
head_diameter,2022,M2,LI49,2,17.0
plant_height,2022,M2,LI49,2,140.0
head_diameter,2022,M2,LI49,2,16.0
plant_height,2022,M2,LI49,2,152.0
head_diameter,2022,M2,LI49,2,18.0
plant_height,2022,M2,LI49,2,137.0
head_diameter,2022,M2,LI49,2,17.0
plant_height,2022,M2,LI49,2,139.0
head_diameter,2022,M2,LI49,2,21.0
plant_height,2022,M2,LI49,2,142.0
head_diameter,2022,M2,LI49,2,18.0
plant_height,2022,M2,LI50,1,158.0
head_diameter,2022,M2,LI50,1,20.0
plant_height,2022,M2,LI50,1,175.0
head_diameter,2022,M2,LI50,1,21.0
plant_height,2022,M2,LI50,1,183.0
head_diameter,2022,M2,LI50,1,17.0
plant_height,2022,M2,LI50,1,182.0
head_diameter,2022,M2,LI50,1,20.0
plant_height,2022,M2,LI50,1,178.0
head_diameter,2022,M2,LI50,1,16.0
plant_height,2022,M2,LI50,1,178.0
head_diameter,2022,M2,LI50,1,18.0
plant_height,2022,M2,LI50,1,177.0
head_diameter,2022,M2,LI50,1,16.0
plant_height,2022,M2,LI50,1,187.0
head_diameter,2022,M2,LI50,1,17.0
plant_height,2022,M2,LI50,1,184.0
head_diameter,2022,M2,LI50,1,16.0
plant_height,2022,M2,LI50,1,188.0
head_diameter,2022,M2,LI50,1,17.0
plant_height,2022,M2,LI50,2,166.0
head_diameter,2022,M2,LI50,2,20.0
plant_height,2022,M2,LI50,2,162.0
head_diameter,2022,M2,LI50,2,18.0
plant_height,2022,M2,LI50,2,168.0
head_diameter,2022,M2,LI50,2,17.0
plant_height,2022,M2,LI50,2,173.0
head_diameter,2022,M2,LI50,2,20.0
plant_height,2022,M2,LI50,2,185.0
head_diameter,2022,M2,LI50,2,15.0
plant_height,2022,M2,LI50,2,198.0
head_diameter,2022,M2,LI50,2,17.0
plant_height,2022,M2,LI50,2,181.0
head_diameter,2022,M2,LI50,2,19.0
plant_height,2022,M2,LI50,2,177.0
head_diameter,2022,M2,LI50,2,15.0
plant_height,2022,M2,LI50,2,169.0
head_diameter,2022,M2,LI50,2,21.0
plant_height,2022,M2,LI50,2,178.0
head_diameter,2022,M2,LI50,2,18.0
plant_height,2022,M2,LI51,1,175.0
head_diameter,2022,M2,LI51,1,24.0
plant_height,2022,M2,LI51,1,176.0
head_diameter,2022,M2,LI51,1,19.0
plant_height,2022,M2,LI51,1,186.0
head_diameter,2022,M2,LI51,1,20.0
plant_height,2022,M2,LI51,1,166.0
head_diameter,2022,M2,LI51,1,20.0
plant_height,2022,M2,LI51,1,171.0
head_diameter,2022,M2,LI51,1,20.0
plant_height,2022,M2,LI51,1,179.0
head_diameter,2022,M2,LI51,1,24.0
plant_height,2022,M2,LI51,1,175.0
head_diameter,2022,M2,LI51,1,19.0
plant_height,2022,M2,LI51,1,179.0
head_diameter,2022,M2,LI51,1,19.0
plant_height,2022,M2,LI51,1,180.0
head_diameter,2022,M2,LI51,1,24.0
plant_height,2022,M2,LI51,1,181.0
head_diameter,2022,M2,LI51,1,19.0
plant_height,2022,M2,LI51,2,180.0
head_diameter,2022,M2,LI51,2,15.0
plant_height,2022,M2,LI51,2,173.0
head_diameter,2022,M2,LI51,2,15.0
plant_height,2022,M2,LI51,2,182.0
head_diameter,2022,M2,LI51,2,14.0
plant_height,2022,M2,LI51,2,178.0
head_diameter,2022,M2,LI51,2,15.0
plant_height,2022,M2,LI51,2,169.0
head_diameter,2022,M2,LI51,2,16.0
plant_height,2022,M2,LI51,2,163.0
head_diameter,2022,M2,LI51,2,13.0
plant_height,2022,M2,LI51,2,175.0
head_diameter,2022,M2,LI51,2,16.0
plant_height,2022,M2,LI51,2,182.0
head_diameter,2022,M2,LI51,2,20.0
plant_height,2022,M2,LI51,2,185.0
head_diameter,2022,M2,LI51,2,21.0
plant_height,2022,M2,LI51,2,177.0
head_diameter,2022,M2,LI51,2,21.0
plant_height,2022,M2,LI52,1,161.0
head_diameter,2022,M2,LI52,1,21.0
plant_height,2022,M2,LI52,1,159.0
head_diameter,2022,M2,LI52,1,18.0
plant_height,2022,M2,LI52,1,161.0
head_diameter,2022,M2,LI52,1,16.0
plant_height,2022,M2,LI52,1,157.0
head_diameter,2022,M2,LI52,1,16.0
plant_height,2022,M2,LI52,1,154.0
head_diameter,2022,M2,LI52,1,20.0
plant_height,2022,M2,LI52,1,170.0
head_diameter,2022,M2,LI52,1,22.0
plant_height,2022,M2,LI52,1,160.0
head_diameter,2022,M2,LI52,1,17.0
plant_height,2022,M2,LI52,1,153.0
head_diameter,2022,M2,LI52,1,23.0
plant_height,2022,M2,LI52,1,172.0
head_diameter,2022,M2,LI52,1,18.0
plant_height,2022,M2,LI52,1,157.0
head_diameter,2022,M2,LI52,1,17.0
plant_height,2022,M2,LI52,2,153.0
head_diameter,2022,M2,LI52,2,16.0
plant_height,2022,M2,LI52,2,151.0
head_diameter,2022,M2,LI52,2,12.0
plant_height,2022,M2,LI52,2,161.0
head_diameter,2022,M2,LI52,2,14.0
plant_height,2022,M2,LI52,2,162.0
head_diameter,2022,M2,LI52,2,13.0
plant_height,2022,M2,LI52,2,167.0
head_diameter,2022,M2,LI52,2,12.0
plant_height,2022,M2,LI52,2,160.0
head_diameter,2022,M2,LI52,2,13.0
plant_height,2022,M2,LI52,2,162.0
head_diameter,2022,M2,LI52,2,12.0
plant_height,2022,M2,LI52,2,156.0
head_diameter,2022,M2,LI52,2,23.0
plant_height,2022,M2,LI52,2,162.0
head_diameter,2022,M2,LI52,2,16.0
plant_height,2022,M2,LI52,2,161.0
head_diameter,2022,M2,LI52,2,10.0
plant_height,2022,M2,LI53,1,173.0
head_diameter,2022,M2,LI53,1,21.0
plant_height,2022,M2,LI53,1,166.0
head_diameter,2022,M2,LI53,1,20.0
plant_height,2022,M2,LI53,1,176.0
head_diameter,2022,M2,LI53,1,24.0
plant_height,2022,M2,LI53,1,157.0
head_diameter,2022,M2,LI53,1,20.0
plant_height,2022,M2,LI53,1,168.0
head_diameter,2022,M2,LI53,1,20.0
plant_height,2022,M2,LI53,1,163.0
head_diameter,2022,M2,LI53,1,16.0
plant_height,2022,M2,LI53,1,170.0
head_diameter,2022,M2,LI53,1,21.0
plant_height,2022,M2,LI53,1,171.0
head_diameter,2022,M2,LI53,1,24.0
plant_height,2022,M2,LI53,1,174.0
head_diameter,2022,M2,LI53,1,18.0
plant_height,2022,M2,LI53,1,175.0
head_diameter,2022,M2,LI53,1,18.0
plant_height,2022,M2,LI53,2,172.0
head_diameter,2022,M2,LI53,2,29.0
plant_height,2022,M2,LI53,2,167.0
head_diameter,2022,M2,LI53,2,15.0
plant_height,2022,M2,LI53,2,162.0
head_diameter,2022,M2,LI53,2,19.0
plant_height,2022,M2,LI53,2,171.0
head_diameter,2022,M2,LI53,2,26.0
plant_height,2022,M2,LI53,2,168.0
head_diameter,2022,M2,LI53,2,21.0
plant_height,2022,M2,LI53,2,164.0
head_diameter,2022,M2,LI53,2,28.0
plant_height,2022,M2,LI53,2,170.0
head_diameter,2022,M2,LI53,2,21.0
plant_height,2022,M2,LI53,2,166.0
head_diameter,2022,M2,LI53,2,16.0
plant_height,2022,M2,LI53,2,168.0
head_diameter,2022,M2,LI53,2,16.0
plant_height,2022,M2,LI53,2,168.0
head_diameter,2022,M2,LI53,2,20.0
plant_height,2022,M2,LI54,1,146.0
head_diameter,2022,M2,LI54,1,21.0
plant_height,2022,M2,LI54,1,156.0
head_diameter,2022,M2,LI54,1,20.0
plant_height,2022,M2,LI54,1,158.0
head_diameter,2022,M2,LI54,1,18.0
plant_height,2022,M2,LI54,1,160.0
head_diameter,2022,M2,LI54,1,20.0
plant_height,2022,M2,LI54,1,164.0
head_diameter,2022,M2,LI54,1,17.0
plant_height,2022,M2,LI54,1,164.0
head_diameter,2022,M2,LI54,1,20.0
plant_height,2022,M2,LI54,1,161.0
head_diameter,2022,M2,LI54,1,19.0
plant_height,2022,M2,LI54,1,159.0
head_diameter,2022,M2,LI54,1,20.0
plant_height,2022,M2,LI54,1,155.0
head_diameter,2022,M2,LI54,1,17.0
plant_height,2022,M2,LI54,1,155.0
head_diameter,2022,M2,LI54,1,19.0
plant_height,2022,M2,LI54,2,154.0
head_diameter,2022,M2,LI54,2,15.0
plant_height,2022,M2,LI54,2,161.0
head_diameter,2022,M2,LI54,2,17.0
plant_height,2022,M2,LI54,2,167.0
head_diameter,2022,M2,LI54,2,14.0
plant_height,2022,M2,LI54,2,150.0
head_diameter,2022,M2,LI54,2,20.0
plant_height,2022,M2,LI54,2,158.0
head_diameter,2022,M2,LI54,2,13.0
plant_height,2022,M2,LI54,2,155.0
head_diameter,2022,M2,LI54,2,16.0
plant_height,2022,M2,LI54,2,159.0
head_diameter,2022,M2,LI54,2,14.0
plant_height,2022,M2,LI54,2,160.0
head_diameter,2022,M2,LI54,2,12.0
plant_height,2022,M2,LI54,2,148.0
head_diameter,2022,M2,LI54,2,18.0
plant_height,2022,M2,LI54,2,159.0
head_diameter,2022,M2,LI54,2,19.0
plant_height,2022,M3,LI1,1,174.0
head_diameter,2022,M3,LI1,1,19.0
plant_height,2022,M3,LI1,1,168.0
head_diameter,2022,M3,LI1,1,21.0
plant_height,2022,M3,LI1,1,173.0
head_diameter,2022,M3,LI1,1,19.0
plant_height,2022,M3,LI1,1,183.0
head_diameter,2022,M3,LI1,1,17.0
plant_height,2022,M3,LI1,1,173.0
head_diameter,2022,M3,LI1,1,18.0
plant_height,2022,M3,LI1,1,171.0
head_diameter,2022,M3,LI1,1,16.0
plant_height,2022,M3,LI1,1,162.0
head_diameter,2022,M3,LI1,1,17.0
plant_height,2022,M3,LI1,1,171.0
head_diameter,2022,M3,LI1,1,17.0
plant_height,2022,M3,LI1,1,175.0
head_diameter,2022,M3,LI1,1,21.0
plant_height,2022,M3,LI1,1,182.0
head_diameter,2022,M3,LI1,1,17.0
plant_height,2022,M3,LI1,2,180.0
head_diameter,2022,M3,LI1,2,22.0
plant_height,2022,M3,LI1,2,186.0
head_diameter,2022,M3,LI1,2,13.0
plant_height,2022,M3,LI1,2,186.0
head_diameter,2022,M3,LI1,2,26.0
plant_height,2022,M3,LI1,2,197.0
head_diameter,2022,M3,LI1,2,19.0
plant_height,2022,M3,LI1,2,183.0
head_diameter,2022,M3,LI1,2,18.0
plant_height,2022,M3,LI1,2,180.0
head_diameter,2022,M3,LI1,2,20.0
plant_height,2022,M3,LI1,2,178.0
head_diameter,2022,M3,LI1,2,21.0
plant_height,2022,M3,LI1,2,172.0
head_diameter,2022,M3,LI1,2,25.0
plant_height,2022,M3,LI1,2,165.0
head_diameter,2022,M3,LI1,2,23.0
plant_height,2022,M3,LI1,2,171.0
head_diameter,2022,M3,LI1,2,23.0
plant_height,2022,M3,LI2,1,174.0
head_diameter,2022,M3,LI2,1,17.0
plant_height,2022,M3,LI2,1,183.0
head_diameter,2022,M3,LI2,1,15.0
plant_height,2022,M3,LI2,1,170.0
head_diameter,2022,M3,LI2,1,21.0
plant_height,2022,M3,LI2,1,180.0
head_diameter,2022,M3,LI2,1,18.0
plant_height,2022,M3,LI2,1,186.0
head_diameter,2022,M3,LI2,1,16.0
plant_height,2022,M3,LI2,1,181.0
head_diameter,2022,M3,LI2,1,12.0
plant_height,2022,M3,LI2,1,178.0
head_diameter,2022,M3,LI2,1,21.0
plant_height,2022,M3,LI2,1,170.0
head_diameter,2022,M3,LI2,1,21.0
plant_height,2022,M3,LI2,1,174.0
head_diameter,2022,M3,LI2,1,18.0
plant_height,2022,M3,LI2,1,175.0
head_diameter,2022,M3,LI2,1,20.0
plant_height,2022,M3,LI2,1,181.0
head_diameter,2022,M3,LI2,1,19.0
plant_height,2022,M3,LI2,2,168.0
head_diameter,2022,M3,LI2,2,18.0
plant_height,2022,M3,LI2,2,167.0
head_diameter,2022,M3,LI2,2,22.0
plant_height,2022,M3,LI2,2,164.0
head_diameter,2022,M3,LI2,2,19.0
plant_height,2022,M3,LI2,2,172.0
head_diameter,2022,M3,LI2,2,17.0
plant_height,2022,M3,LI2,2,170.0
head_diameter,2022,M3,LI2,2,14.0
plant_height,2022,M3,LI2,2,176.0
head_diameter,2022,M3,LI2,2,19.0
plant_height,2022,M3,LI2,2,183.0
head_diameter,2022,M3,LI2,2,21.0
plant_height,2022,M3,LI2,2,186.0
head_diameter,2022,M3,LI2,2,14.0
plant_height,2022,M3,LI2,2,184.0
head_diameter,2022,M3,LI2,2,18.0
plant_height,2022,M3,LI2,2,185.0
head_diameter,2022,M3,LI2,2,15.0
plant_height,2022,M3,LI3,1,182.0
head_diameter,2022,M3,LI3,1,22.0
plant_height,2022,M3,LI3,1,184.0
head_diameter,2022,M3,LI3,1,19.0
plant_height,2022,M3,LI3,1,183.0
head_diameter,2022,M3,LI3,1,19.0
