trait,year,mother,line,replicate,value
head_diameter,2023,M3,LI6,1,24.0
plant_height,2023,M3,LI6,2,164.0
head_diameter,2023,M3,LI6,2,21.0
plant_height,2023,M3,LI6,2,172.0
head_diameter,2023,M3,LI6,2,22.0
plant_height,2023,M3,LI6,2,170.0
head_diameter,2023,M3,LI6,2,20.5
plant_height,2023,M3,LI6,2,172.0
head_diameter,2023,M3,LI6,2,18.0
plant_height,2023,M3,LI6,2,182.0
head_diameter,2023,M3,LI6,2,19.5
plant_height,2023,M3,LI6,2,183.0
head_diameter,2023,M3,LI6,2,19.5
plant_height,2023,M3,LI6,2,180.0
head_diameter,2023,M3,LI6,2,20.0
plant_height,2023,M3,LI6,2,174.0
head_diameter,2023,M3,LI6,2,17.0
plant_height,2023,M3,LI6,2,183.0
head_diameter,2023,M3,LI6,2,16.5
plant_height,2023,M3,LI6,2,188.0
head_diameter,2023,M3,LI6,2,18.5
plant_height,2023,M3,LI6,3,186.0
head_diameter,2023,M3,LI6,3,24.0
plant_height,2023,M3,LI6,3,181.0
head_diameter,2023,M3,LI6,3,18.5
plant_height,2023,M3,LI6,3,174.0
head_diameter,2023,M3,LI6,3,16.0
plant_height,2023,M3,LI6,3,180.0
head_diameter,2023,M3,LI6,3,18.0
plant_height,2023,M3,LI6,3,174.0
head_diameter,2023,M3,LI6,3,15.0
plant_height,2023,M3,LI6,3,187.0
head_diameter,2023,M3,LI6,3,17.0
plant_height,2023,M3,LI6,3,188.0
head_diameter,2023,M3,LI6,3,22.0
plant_height,2023,M3,LI6,3,189.0
head_diameter,2023,M3,LI6,3,19.0
plant_height,2023,M3,LI6,3,190.0
head_diameter,2023,M3,LI6,3,23.5
plant_height,2023,M3,LI6,3,180.0
head_diameter,2023,M3,LI6,3,20.0
plant_height,2023,M3,LI7,1,156.0
head_diameter,2023,M3,LI7,1,17.0
plant_height,2023,M3,LI7,1,166.0
head_diameter,2023,M3,LI7,1,19.0
plant_height,2023,M3,LI7,1,173.0
head_diameter,2023,M3,LI7,1,16.0
plant_height,2023,M3,LI7,1,176.0
head_diameter,2023,M3,LI7,1,15.0
plant_height,2023,M3,LI7,1,180.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,1,180.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,1,161.0
head_diameter,2023,M3,LI7,1,17.0
plant_height,2023,M3,LI7,1,168.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,1,159.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,1,159.0
head_diameter,2023,M3,LI7,1,17.0
plant_height,2023,M3,LI7,1,161.0
head_diameter,2023,M3,LI7,1,17.0
plant_height,2023,M3,LI7,1,165.0
head_diameter,2023,M3,LI7,1,21.0
plant_height,2023,M3,LI7,1,162.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,1,172.0
head_diameter,2023,M3,LI7,1,14.0
plant_height,2023,M3,LI7,1,158.0
head_diameter,2023,M3,LI7,1,18.0
plant_height,2023,M3,LI7,2,170.0
head_diameter,2023,M3,LI7,2,17.0
plant_height,2023,M3,LI7,2,165.0
head_diameter,2023,M3,LI7,2,20.0
plant_height,2023,M3,LI7,2,168.0
head_diameter,2023,M3,LI7,2,21.0
plant_height,2023,M3,LI7,2,165.0
head_diameter,2023,M3,LI7,2,15.0
plant_height,2023,M3,LI7,2,159.0
head_diameter,2023,M3,LI7,2,18.0
plant_height,2023,M3,LI7,2,164.0
head_diameter,2023,M3,LI7,2,17.0
plant_height,2023,M3,LI7,2,175.0
head_diameter,2023,M3,LI7,2,17.0
plant_height,2023,M3,LI7,2,178.0
head_diameter,2023,M3,LI7,2,19.0
plant_height,2023,M3,LI7,2,172.0
head_diameter,2023,M3,LI7,2,17.0
plant_height,2023,M3,LI7,2,176.0
head_diameter,2023,M3,LI7,2,19.0
plant_height,2023,M3,LI7,2,177.0
head_diameter,2023,M3,LI7,2,20.0
plant_height,2023,M3,LI7,2,178.0
head_diameter,2023,M3,LI7,2,22.0
plant_height,2023,M3,LI7,2,177.0
head_diameter,2023,M3,LI7,2,20.0
plant_height,2023,M3,LI7,2,181.0
head_diameter,2023,M3,LI7,2,21.0
plant_height,2023,M3,LI7,2,181.0
head_diameter,2023,M3,LI7,2,20.0
plant_height,2023,M3,LI7,3,180.0
head_diameter,2023,M3,LI7,3,18.0
plant_height,2023,M3,LI7,3,181.0
head_diameter,2023,M3,LI7,3,16.0
plant_height,2023,M3,LI7,3,188.0
head_diameter,2023,M3,LI7,3,19.0
plant_height,2023,M3,LI7,3,184.0
head_diameter,2023,M3,LI7,3,19.0
plant_height,2023,M3,LI7,3,182.0
head_diameter,2023,M3,LI7,3,18.0
plant_height,2023,M3,LI7,3,184.0
head_diameter,2023,M3,LI7,3,17.0
plant_height,2023,M3,LI7,3,178.0
head_diameter,2023,M3,LI7,3,19.0
plant_height,2023,M3,LI7,3,186.0
head_diameter,2023,M3,LI7,3,19.0
plant_height,2023,M3,LI7,3,180.0
head_diameter,2023,M3,LI7,3,15.0
plant_height,2023,M3,LI7,3,181.0
head_diameter,2023,M3,LI7,3,17.0
plant_height,2023,M3,LI7,3,183.0
head_diameter,2023,M3,LI7,3,18.0
plant_height,2023,M3,LI7,3,182.0
head_diameter,2023,M3,LI7,3,19.0
plant_height,2023,M3,LI7,3,177.0
head_diameter,2023,M3,LI7,3,20.0
plant_height,2023,M3,LI7,3,182.0
head_diameter,2023,M3,LI7,3,18.0
plant_height,2023,M3,LI7,3,167.0
head_diameter,2023,M3,LI7,3,21.0
plant_height,2023,M3,LI8,1,160.0
head_diameter,2023,M3,LI8,1,18.0
plant_height,2023,M3,LI8,1,178.0
head_diameter,2023,M3,LI8,1,18.0
plant_height,2023,M3,LI8,1,172.0
head_diameter,2023,M3,LI8,1,22.0
plant_height,2023,M3,LI8,1,166.0
head_diameter,2023,M3,LI8,1,22.0
plant_height,2023,M3,LI8,1,173.0
head_diameter,2023,M3,LI8,1,17.0
plant_height,2023,M3,LI8,1,174.0
head_diameter,2023,M3,LI8,1,18.0
plant_height,2023,M3,LI8,1,174.0
head_diameter,2023,M3,LI8,1,19.0
plant_height,2023,M3,LI8,1,167.0
head_diameter,2023,M3,LI8,1,18.0
plant_height,2023,M3,LI8,1,171.0
head_diameter,2023,M3,LI8,1,17.0
plant_height,2023,M3,LI8,1,165.0
head_diameter,2023,M3,LI8,1,15.0
plant_height,2023,M3,LI8,1,168.0
head_diameter,2023,M3,LI8,1,16.0
plant_height,2023,M3,LI8,1,178.0
head_diameter,2023,M3,LI8,1,18.0
plant_height,2023,M3,LI8,1,182.0
head_diameter,2023,M3,LI8,1,21.0
plant_height,2023,M3,LI8,1,176.0
head_diameter,2023,M3,LI8,1,19.0
plant_height,2023,M3,LI8,1,170.0
head_diameter,2023,M3,LI8,1,19.0
plant_height,2023,M3,LI8,2,186.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,2,181.0
head_diameter,2023,M3,LI8,2,20.0
plant_height,2023,M3,LI8,2,180.0
head_diameter,2023,M3,LI8,2,15.0
plant_height,2023,M3,LI8,2,181.0
head_diameter,2023,M3,LI8,2,18.0
plant_height,2023,M3,LI8,2,182.0
head_diameter,2023,M3,LI8,2,18.0
plant_height,2023,M3,LI8,2,183.0
head_diameter,2023,M3,LI8,2,17.0
plant_height,2023,M3,LI8,2,177.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,2,162.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,2,167.0
head_diameter,2023,M3,LI8,2,17.0
plant_height,2023,M3,LI8,2,170.0
head_diameter,2023,M3,LI8,2,18.0
plant_height,2023,M3,LI8,2,167.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,2,166.0
head_diameter,2023,M3,LI8,2,15.0
plant_height,2023,M3,LI8,2,167.0
head_diameter,2023,M3,LI8,2,17.0
plant_height,2023,M3,LI8,2,161.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,2,163.0
head_diameter,2023,M3,LI8,2,19.0
plant_height,2023,M3,LI8,3,172.0
head_diameter,2023,M3,LI8,3,18.0
plant_height,2023,M3,LI8,3,175.0
head_diameter,2023,M3,LI8,3,20.0
plant_height,2023,M3,LI8,3,172.0
head_diameter,2023,M3,LI8,3,23.0
plant_height,2023,M3,LI8,3,168.0
head_diameter,2023,M3,LI8,3,16.0
plant_height,2023,M3,LI8,3,175.0
head_diameter,2023,M3,LI8,3,18.0
plant_height,2023,M3,LI8,3,183.0
head_diameter,2023,M3,LI8,3,17.0
plant_height,2023,M3,LI8,3,172.0
head_diameter,2023,M3,LI8,3,21.0
plant_height,2023,M3,LI8,3,167.0
head_diameter,2023,M3,LI8,3,23.0
plant_height,2023,M3,LI8,3,173.0
head_diameter,2023,M3,LI8,3,18.0
plant_height,2023,M3,LI8,3,175.0
head_diameter,2023,M3,LI8,3,20.0
plant_height,2023,M3,LI8,3,170.0
head_diameter,2023,M3,LI8,3,19.0
plant_height,2023,M3,LI8,3,173.0
head_diameter,2023,M3,LI8,3,19.0
plant_height,2023,M3,LI8,3,169.0
head_diameter,2023,M3,LI8,3,23.0
plant_height,2023,M3,LI8,3,180.0
head_diameter,2023,M3,LI8,3,21.0
plant_height,2023,M3,LI8,3,174.0
head_diameter,2023,M3,LI8,3,20.0
plant_height,2023,M3,LI9,1,176.0
head_diameter,2023,M3,LI9,1,16.0
plant_height,2023,M3,LI9,1,160.0
head_diameter,2023,M3,LI9,1,22.0
plant_height,2023,M3,LI9,1,151.0
head_diameter,2023,M3,LI9,1,19.0
plant_height,2023,M3,LI9,1,161.0
head_diameter,2023,M3,LI9,1,18.0
plant_height,2023,M3,LI9,1,161.0
head_diameter,2023,M3,LI9,1,19.0
plant_height,2023,M3,LI9,1,164.0
head_diameter,2023,M3,LI9,1,18.0
plant_height,2023,M3,LI9,1,162.0
head_diameter,2023,M3,LI9,1,17.0
plant_height,2023,M3,LI9,1,152.0
head_diameter,2023,M3,LI9,1,18.0
plant_height,2023,M3,LI9,1,165.0
head_diameter,2023,M3,LI9,1,17.0
plant_height,2023,M3,LI9,1,164.0
head_diameter,2023,M3,LI9,1,18.0
plant_height,2023,M3,LI9,2,157.0
head_diameter,2023,M3,LI9,2,16.0
plant_height,2023,M3,LI9,2,159.0
head_diameter,2023,M3,LI9,2,16.0
plant_height,2023,M3,LI9,2,149.0
head_diameter,2023,M3,LI9,2,20.0
plant_height,2023,M3,LI9,2,143.0
head_diameter,2023,M3,LI9,2,20.0
plant_height,2023,M3,LI9,2,147.0
head_diameter,2023,M3,LI9,2,21.0
plant_height,2023,M3,LI9,2,151.0
head_diameter,2023,M3,LI9,2,15.0
plant_height,2023,M3,LI9,2,141.0
head_diameter,2023,M3,LI9,2,19.5
plant_height,2023,M3,LI9,2,151.0
head_diameter,2023,M3,LI9,2,20.0
plant_height,2023,M3,LI9,2,152.0
head_diameter,2023,M3,LI9,2,18.0
plant_height,2023,M3,LI9,2,142.0
head_diameter,2023,M3,LI9,2,18.0
plant_height,2023,M3,LI9,3,169.0
head_diameter,2023,M3,LI9,3,21.0
plant_height,2023,M3,LI9,3,171.0
head_diameter,2023,M3,LI9,3,22.0
plant_height,2023,M3,LI9,3,171.0
head_diameter,2023,M3,LI9,3,21.0
plant_height,2023,M3,LI9,3,170.0
head_diameter,2023,M3,LI9,3,18.0
plant_height,2023,M3,LI9,3,151.0
head_diameter,2023,M3,LI9,3,22.0
plant_height,2023,M3,LI9,3,162.0
head_diameter,2023,M3,LI9,3,18.0
plant_height,2023,M3,LI9,3,158.0
head_diameter,2023,M3,LI9,3,17.0
plant_height,2023,M3,LI9,3,161.0
head_diameter,2023,M3,LI9,3,13.0
plant_height,2023,M3,LI9,3,172.0
head_diameter,2023,M3,LI9,3,14.0
plant_height,2023,M3,LI9,3,172.0
head_diameter,2023,M3,LI9,3,16.0
plant_height,2023,M3,LI10,1,144.0
head_diameter,2023,M3,LI10,1,15.0
plant_height,2023,M3,LI10,1,147.0
head_diameter,2023,M3,LI10,1,16.0
plant_height,2023,M3,LI10,1,154.0
head_diameter,2023,M3,LI10,1,13.0
plant_height,2023,M3,LI10,1,146.0
head_diameter,2023,M3,LI10,1,13.0
plant_height,2023,M3,LI10,1,148.0
head_diameter,2023,M3,LI10,1,12.0
plant_height,2023,M3,LI10,1,147.0
head_diameter,2023,M3,LI10,1,16.0
plant_height,2023,M3,LI10,1,146.0
head_diameter,2023,M3,LI10,1,14.0
plant_height,2023,M3,LI10,1,151.0
head_diameter,2023,M3,LI10,1,15.0
plant_height,2023,M3,LI10,1,139.0
head_diameter,2023,M3,LI10,1,19.0
plant_height,2023,M3,LI10,1,132.0
head_diameter,2023,M3,LI10,1,15.0
plant_height,2023,M3,LI10,2,130.0
head_diameter,2023,M3,LI10,2,16.0
plant_height,2023,M3,LI10,2,135.0
head_diameter,2023,M3,LI10,2,17.0
plant_height,2023,M3,LI10,2,131.0
head_diameter,2023,M3,LI10,2,22.0
plant_height,2023,M3,LI10,2,137.0
head_diameter,2023,M3,LI10,2,21.0
plant_height,2023,M3,LI10,2,138.0
head_diameter,2023,M3,LI10,2,14.0
plant_height,2023,M3,LI10,2,144.0
head_diameter,2023,M3,LI10,2,14.0
plant_height,2023,M3,LI10,2,149.0
head_diameter,2023,M3,LI10,2,17.0
plant_height,2023,M3,LI10,2,151.0
head_diameter,2023,M3,LI10,2,17.0
plant_height,2023,M3,LI10,2,149.0
head_diameter,2023,M3,LI10,2,17.0
plant_height,2023,M3,LI10,2,148.0
head_diameter,2023,M3,LI10,2,17.0
plant_height,2023,M3,LI10,3,152.0
head_diameter,2023,M3,LI10,3,21.0
plant_height,2023,M3,LI10,3,129.0
head_diameter,2023,M3,LI10,3,18.0
plant_height,2023,M3,LI10,3,135.0
head_diameter,2023,M3,LI10,3,17.0
plant_height,2023,M3,LI10,3,144.0
head_diameter,2023,M3,LI10,3,20.0
plant_height,2023,M3,LI10,3,154.0
head_diameter,2023,M3,LI10,3,22.0
plant_height,2023,M3,LI10,3,143.0
head_diameter,2023,M3,LI10,3,20.0
plant_height,2023,M3,LI10,3,128.0
head_diameter,2023,M3,LI10,3,16.0
plant_height,2023,M3,LI10,3,139.0
head_diameter,2023,M3,LI10,3,17.0
plant_height,2023,M3,LI10,3,147.0
head_diameter,2023,M3,LI10,3,20.0
plant_height,2023,M3,LI10,3,141.0
head_diameter,2023,M3,LI10,3,16.0
plant_height,2023,M3,LI11,1,180.0
head_diameter,2023,M3,LI11,1,18.0
plant_height,2023,M3,LI11,1,178.0
head_diameter,2023,M3,LI11,1,21.0
plant_height,2023,M3,LI11,1,181.0
head_diameter,2023,M3,LI11,1,20.0
plant_height,2023,M3,LI11,1,181.0
head_diameter,2023,M3,LI11,1,17.0
plant_height,2023,M3,LI11,1,177.0
head_diameter,2023,M3,LI11,1,14.5
plant_height,2023,M3,LI11,1,187.0
head_diameter,2023,M3,LI11,1,20.5
plant_height,2023,M3,LI11,1,186.0
head_diameter,2023,M3,LI11,1,15.5
plant_height,2023,M3,LI11,1,192.0
head_diameter,2023,M3,LI11,1,19.5
plant_height,2023,M3,LI11,1,192.0
head_diameter,2023,M3,LI11,1,19.0
plant_height,2023,M3,LI11,1,184.0
head_diameter,2023,M3,LI11,1,22.0
plant_height,2023,M3,LI11,1,185.0
head_diameter,2023,M3,LI11,1,20.0
plant_height,2023,M3,LI11,1,187.0
head_diameter,2023,M3,LI11,1,17.0
plant_height,2023,M3,LI11,1,190.0
head_diameter,2023,M3,LI11,1,19.0
plant_height,2023,M3,LI11,1,184.0
head_diameter,2023,M3,LI11,1,23.0
plant_height,2023,M3,LI11,1,189.0
head_diameter,2023,M3,LI11,1,21.5
plant_height,2023,M3,LI11,2,169.0
head_diameter,2023,M3,LI11,2,17.0
plant_height,2023,M3,LI11,2,166.0
head_diameter,2023,M3,LI11,2,19.0
plant_height,2023,M3,LI11,2,174.0
head_diameter,2023,M3,LI11,2,19.0
plant_height,2023,M3,LI11,2,169.0
head_diameter,2023,M3,LI11,2,17.0
plant_height,2023,M3,LI11,2,172.0
head_diameter,2023,M3,LI11,2,20.0
plant_height,2023,M3,LI11,2,170.0
head_diameter,2023,M3,LI11,2,18.0
plant_height,2023,M3,LI11,2,169.0
head_diameter,2023,M3,LI11,2,18.0
plant_height,2023,M3,LI11,2,168.0
head_diameter,2023,M3,LI11,2,16.0
plant_height,2023,M3,LI11,2,167.0
head_diameter,2023,M3,LI11,2,18.0
plant_height,2023,M3,LI11,2,164.0
head_diameter,2023,M3,LI11,2,18.0
plant_height,2023,M3,LI11,2,167.0
head_diameter,2023,M3,LI11,2,19.0
plant_height,2023,M3,LI11,2,179.0
head_diameter,2023,M3,LI11,2,15.0
plant_height,2023,M3,LI11,2,173.0
head_diameter,2023,M3,LI11,2,17.0
plant_height,2023,M3,LI11,2,175.0
head_diameter,2023,M3,LI11,2,15.0
plant_height,2023,M3,LI11,2,173.0
head_diameter,2023,M3,LI11,2,17.0
plant_height,2023,M3,LI11,3,172.0
head_diameter,2023,M3,LI11,3,18.0
plant_height,2023,M3,LI11,3,173.0
head_diameter,2023,M3,LI11,3,17.0
plant_height,2023,M3,LI11,3,173.0
head_diameter,2023,M3,LI11,3,14.0
plant_height,2023,M3,LI11,3,176.0
head_diameter,2023,M3,LI11,3,19.0
plant_height,2023,M3,LI11,3,171.0
head_diameter,2023,M3,LI11,3,17.0
plant_height,2023,M3,LI11,3,172.0
head_diameter,2023,M3,LI11,3,19.0
plant_height,2023,M3,LI11,3,168.0
head_diameter,2023,M3,LI11,3,18.0
plant_height,2023,M3,LI11,3,167.0
head_diameter,2023,M3,LI11,3,15.0
plant_height,2023,M3,LI11,3,180.0
head_diameter,2023,M3,LI11,3,22.0
plant_height,2023,M3,LI11,3,174.0
head_diameter,2023,M3,LI11,3,18.0
plant_height,2023,M3,LI11,3,176.0
head_diameter,2023,M3,LI11,3,19.0
plant_height,2023,M3,LI11,3,176.0
head_diameter,2023,M3,LI11,3,20.0
plant_height,2023,M3,LI11,3,182.0
head_diameter,2023,M3,LI11,3,22.0
plant_height,2023,M3,LI11,3,178.0
head_diameter,2023,M3,LI11,3,20.0
plant_height,2023,M3,LI11,3,182.0
head_diameter,2023,M3,LI11,3,21.0
plant_height,2023,M3,LI12,1,188.0
head_diameter,2023,M3,LI12,1,16.0
plant_height,2023,M3,LI12,1,187.0
head_diameter,2023,M3,LI12,1,19.0
plant_height,2023,M3,LI12,1,198.0
head_diameter,2023,M3,LI12,1,19.0
plant_height,2023,M3,LI12,1,188.0
head_diameter,2023,M3,LI12,1,19.0
plant_height,2023,M3,LI12,1,187.0
head_diameter,2023,M3,LI12,1,20.5
plant_height,2023,M3,LI12,1,192.0
head_diameter,2023,M3,LI12,1,18.0
plant_height,2023,M3,LI12,1,186.0
head_diameter,2023,M3,LI12,1,19.0
plant_height,2023,M3,LI12,1,187.0
head_diameter,2023,M3,LI12,1,18.0
plant_height,2023,M3,LI12,1,183.0
head_diameter,2023,M3,LI12,1,21.0
plant_height,2023,M3,LI12,1,188.0
head_diameter,2023,M3,LI12,1,22.0
plant_height,2023,M3,LI12,2,183.0
head_diameter,2023,M3,LI12,2,20.0
plant_height,2023,M3,LI12,2,191.0
head_diameter,2023,M3,LI12,2,15.0
plant_height,2023,M3,LI12,2,188.0
head_diameter,2023,M3,LI12,2,16.0
plant_height,2023,M3,LI12,2,185.0
head_diameter,2023,M3,LI12,2,17.0
plant_height,2023,M3,LI12,2,174.0
head_diameter,2023,M3,LI12,2,10.5
plant_height,2023,M3,LI12,2,176.0
head_diameter,2023,M3,LI12,2,19.0
plant_height,2023,M3,LI12,2,180.0
head_diameter,2023,M3,LI12,2,14.5
plant_height,2023,M3,LI12,2,179.0
head_diameter,2023,M3,LI12,2,17.0
plant_height,2023,M3,LI12,2,176.0
head_diameter,2023,M3,LI12,2,18.0
plant_height,2023,M3,LI12,2,173.0
head_diameter,2023,M3,LI12,2,20.0
plant_height,2023,M3,LI12,2,178.0
head_diameter,2023,M3,LI12,2,13.5
plant_height,2023,M3,LI12,3,166.0
head_diameter,2023,M3,LI12,3,18.0
plant_height,2023,M3,LI12,3,164.0
head_diameter,2023,M3,LI12,3,18.0
plant_height,2023,M3,LI12,3,178.0
head_diameter,2023,M3,LI12,3,19.0
plant_height,2023,M3,LI12,3,176.0
head_diameter,2023,M3,LI12,3,15.5
plant_height,2023,M3,LI12,3,177.0
head_diameter,2023,M3,LI12,3,19.0
plant_height,2023,M3,LI12,3,171.0
head_diameter,2023,M3,LI12,3,16.0
plant_height,2023,M3,LI12,3,183.0
head_diameter,2023,M3,LI12,3,18.5
plant_height,2023,M3,LI12,3,181.0
head_diameter,2023,M3,LI12,3,18.0
plant_height,2023,M3,LI12,3,174.0
head_diameter,2023,M3,LI12,3,19.0
plant_height,2023,M3,LI12,3,175.0
head_diameter,2023,M3,LI12,3,20.0
plant_height,2023,M3,LI13,1,183.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,178.0
head_diameter,2023,M3,LI13,1,16.0
plant_height,2023,M3,LI13,1,177.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,173.0
head_diameter,2023,M3,LI13,1,16.0
plant_height,2023,M3,LI13,1,180.0
head_diameter,2023,M3,LI13,1,22.0
plant_height,2023,M3,LI13,1,180.0
head_diameter,2023,M3,LI13,1,17.0
plant_height,2023,M3,LI13,1,185.0
head_diameter,2023,M3,LI13,1,16.0
plant_height,2023,M3,LI13,1,182.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,177.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,180.0
head_diameter,2023,M3,LI13,1,19.0
plant_height,2023,M3,LI13,1,180.0
head_diameter,2023,M3,LI13,1,13.0
plant_height,2023,M3,LI13,1,178.0
head_diameter,2023,M3,LI13,1,16.0
plant_height,2023,M3,LI13,1,178.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,182.0
head_diameter,2023,M3,LI13,1,20.0
plant_height,2023,M3,LI13,1,181.0
head_diameter,2023,M3,LI13,1,18.0
plant_height,2023,M3,LI13,2,186.0
head_diameter,2023,M3,LI13,2,19.0
plant_height,2023,M3,LI13,2,182.0
head_diameter,2023,M3,LI13,2,19.0
plant_height,2023,M3,LI13,2,185.0
head_diameter,2023,M3,LI13,2,17.0
plant_height,2023,M3,LI13,2,192.0
head_diameter,2023,M3,LI13,2,17.0
plant_height,2023,M3,LI13,2,196.0
head_diameter,2023,M3,LI13,2,13.0
plant_height,2023,M3,LI13,2,181.0
head_diameter,2023,M3,LI13,2,19.0
plant_height,2023,M3,LI13,2,189.0
head_diameter,2023,M3,LI13,2,15.0
plant_height,2023,M3,LI13,2,183.0
head_diameter,2023,M3,LI13,2,19.0
plant_height,2023,M3,LI13,2,183.0
head_diameter,2023,M3,LI13,2,16.0
plant_height,2023,M3,LI13,2,181.0
head_diameter,2023,M3,LI13,2,16.0
plant_height,2023,M3,LI13,2,179.0
head_diameter,2023,M3,LI13,2,18.0
plant_height,2023,M3,LI13,2,187.0
head_diameter,2023,M3,LI13,2,17.0
plant_height,2023,M3,LI13,2,174.0
head_diameter,2023,M3,LI13,2,16.0
plant_height,2023,M3,LI13,2,183.0
head_diameter,2023,M3,LI13,2,15.0
plant_height,2023,M3,LI13,2,170.0
head_diameter,2023,M3,LI13,2,20.0
plant_height,2023,M3,LI13,3,170.0
head_diameter,2023,M3,LI13,3,15.0
plant_height,2023,M3,LI13,3,172.0
head_diameter,2023,M3,LI13,3,17.0
plant_height,2023,M3,LI13,3,175.0
head_diameter,2023,M3,LI13,3,16.0
plant_height,2023,M3,LI13,3,173.0
head_diameter,2023,M3,LI13,3,22.0
plant_height,2023,M3,LI13,3,176.0
head_diameter,2023,M3,LI13,3,18.0
plant_height,2023,M3,LI13,3,177.0
head_diameter,2023,M3,LI13,3,18.0
plant_height,2023,M3,LI13,3,168.0
head_diameter,2023,M3,LI13,3,18.0
plant_height,2023,M3,LI13,3,172.0
head_diameter,2023,M3,LI13,3,19.0
plant_height,2023,M3,LI13,3,179.0
head_diameter,2023,M3,LI13,3,20.0
plant_height,2023,M3,LI13,3,167.0
head_diameter,2023,M3,LI13,3,15.0
plant_height,2023,M3,LI13,3,170.0
head_diameter,2023,M3,LI13,3,21.0
plant_height,2023,M3,LI13,3,177.0
head_diameter,2023,M3,LI13,3,18.0
plant_height,2023,M3,LI13,3,172.0
head_diameter,2023,M3,LI13,3,18.0
plant_height,2023,M3,LI13,3,167.0
head_diameter,2023,M3,LI13,3,16.0
plant_height,2023,M3,LI13,3,164.0
head_diameter,2023,M3,LI13,3,19.0
plant_height,2023,M3,LI14,1,166.0
head_diameter,2023,M3,LI14,1,15.0
plant_height,2023,M3,LI14,1,167.0
head_diameter,2023,M3,LI14,1,17.0
plant_height,2023,M3,LI14,1,171.0
head_diameter,2023,M3,LI14,1,15.0
plant_height,2023,M3,LI14,1,166.0
head_diameter,2023,M3,LI14,1,20.0
plant_height,2023,M3,LI14,1,166.0
head_diameter,2023,M3,LI14,1,14.0
plant_height,2023,M3,LI14,1,166.0
head_diameter,2023,M3,LI14,1,16.0
plant_height,2023,M3,LI14,1,167.0
head_diameter,2023,M3,LI14,1,13.0
plant_height,2023,M3,LI14,1,169.0
head_diameter,2023,M3,LI14,1,18.0
plant_height,2023,M3,LI14,1,172.0
head_diameter,2023,M3,LI14,1,15.0
plant_height,2023,M3,LI14,1,169.0
head_diameter,2023,M3,LI14,1,14.0
plant_height,2023,M3,LI14,1,167.0
head_diameter,2023,M3,LI14,1,14.0
plant_height,2023,M3,LI14,1,178.0
head_diameter,2023,M3,LI14,1,19.0
plant_height,2023,M3,LI14,1,174.0
head_diameter,2023,M3,LI14,1,17.0
plant_height,2023,M3,LI14,1,178.0
head_diameter,2023,M3,LI14,1,18.0
plant_height,2023,M3,LI14,1,176.0
head_diameter,2023,M3,LI14,1,17.0
plant_height,2023,M3,LI14,2,170.0
head_diameter,2023,M3,LI14,2,17.0
plant_height,2023,M3,LI14,2,169.0
head_diameter,2023,M3,LI14,2,19.0
plant_height,2023,M3,LI14,2,173.0
head_diameter,2023,M3,LI14,2,17.0
plant_height,2023,M3,LI14,2,166.0
head_diameter,2023,M3,LI14,2,15.0
plant_height,2023,M3,LI14,2,171.0
head_diameter,2023,M3,LI14,2,16.0
plant_height,2023,M3,LI14,2,169.0
head_diameter,2023,M3,LI14,2,16.0
plant_height,2023,M3,LI14,2,169.0
head_diameter,2023,M3,LI14,2,15.0
plant_height,2023,M3,LI14,2,174.0
head_diameter,2023,M3,LI14,2,20.0
plant_height,2023,M3,LI14,2,173.0
head_diameter,2023,M3,LI14,2,17.0
plant_height,2023,M3,LI14,2,180.0
head_diameter,2023,M3,LI14,2,16.0
plant_height,2023,M3,LI14,2,188.0
head_diameter,2023,M3,LI14,2,20.0
plant_height,2023,M3,LI14,2,185.0
head_diameter,2023,M3,LI14,2,18.0
plant_height,2023,M3,LI14,2,182.0
head_diameter,2023,M3,LI14,2,17.0
plant_height,2023,M3,LI14,2,183.0
head_diameter,2023,M3,LI14,2,18.0
plant_height,2023,M3,LI14,2,191.0
head_diameter,2023,M3,LI14,2,17.0
plant_height,2023,M3,LI14,3,163.0
head_diameter,2023,M3,LI14,3,21.0
plant_height,2023,M3,LI14,3,167.0
head_diameter,2023,M3,LI14,3,16.0
plant_height,2023,M3,LI14,3,165.0
head_diameter,2023,M3,LI14,3,20.0
plant_height,2023,M3,LI14,3,168.0
