mother,mother_long,father,Y,SCA,trait
M2,VA761A,LI24,57.3,-0.758176100628944,seed_weight_1000
M2,VA761A,LI25,71.75,-0.258176100628944,seed_weight_1000
M2,VA761A,LI27,64.85,1.258490566037736,seed_weight_1000
M2,VA761A,LI28,73.0,7.058490566037733,seed_weight_1000
M2,VA761A,LI29,92.7,-6.658176100628936,seed_weight_1000
M2,VA761A,LI3,48.45,-5.39150943396227,seed_weight_1000
M2,VA761A,LI30,94.95,0.2084905660377103,seed_weight_1000
M2,VA761A,LI31,58.55,-4.424842767295615,seed_weight_1000
M2,VA761A,LI32,63.5,4.758490566037729,seed_weight_1000
M2,VA761A,LI33,68.15,-0.0581761006289269,seed_weight_1000
M2,VA761A,LI34,69.15,1.12515723270441,seed_weight_1000
M2,VA761A,LI35,58.3,-3.4081761006289355,seed_weight_1000
M2,VA761A,LI36,67.7,0.2084905660377245,seed_weight_1000
